,ICD11_Code,Ayurveda_NAMC_CODE,Siddha_NAMC_CODE,Unani_NUMC_CODE,ICD11_Title
21759,XA2DN0,FA-3.2,NDA1.10,O-460,Middle thyroid vein
21760,XA9BZ3,FA-3.2,SAJ1.7,O-460,Superior thyroid vein
21761,XA9SD5,SM17 (GE-4),NEB1.2,B-21,Palpebral vein
21762,XA9K84,SL71 (K-12),RQA1.4,B-21,Inferior palpebral vein
21763,XA9T11,SM17 (GE-4),NEB1.2,B-21,Superior palpebral vein
21764,XA0Z20,SM17 (GE-4),NAA1.16,B-21,Lateral palpebral vein
21765,XA52V8,SK60 (HF-11),AAA1.1,O-460,Labial vein
21766,XA5DP6,SL71 (K-12),AAA1.1,O-460,Inferior labial vein
21767,XA4AG1,SL71 (K-12),AAA1.1,O-460,Superior labial vein
21768,XA97T8,SL71 (K-12),NEB1.2,O-23.10,Auricular vein
21769,XA46F3,SI-3.3.2,NEB1.2,O-460,Anterior auricular vein
21770,XA67N9,SL71 (K-12),NEB1.2,O-460,Posterior auricular vein
21771,XA0BP3,SK60 (HF-11),ACA1.1,O-23.10,Facial vein
21772,XA7WC0,SK60 (HF-11),NAA1.16,O-460,Anterior facial vein
21773,XA2681,SL71 (K-12),ACA1.1,O-23.10,Deep facial vein
21774,XA3LQ0,FA-3.2,NAC1.3,A-39,Common facial vein
21775,XA4NP1,SK60 (HF-11),NAA1.2,O-460,Posterior facial vein
21776,XA5GY9,SL71 (K-12),ACA1.1,O-460,Transverse facial vein
21777,XA4582,SL71 (K-12),SBA6.2,C-113,Jugular vein
21778,XA9U48,SK60 (HF-11),SBA6.2,O-460,Anterior jugular vein
21779,XA46B9,SL71 (K-12),BUB1.6,C-113,Internal jugular vein
21780,XA99S7,SL71 (K-12),BUB1.6,C-113,External jugular vein
21781,XA31W7,SL71 (K-12),BUB1.6,O-460,Posterior external jugular vein
21782,XA9XW7,SK60 (HF-11),NEB1.2,O-23.10,Orbital vein
21783,XA73J2,SL71 (K-12),NEB1.2,F-69.3,Vein of the pericranium
21784,XA0ET2,SK60 (HF-11),SBC1.1,L-12,Anterior vertebral vein
21785,XA1LU7,SL71 (K-12),HCA1.2,O-23.10,Deep temporal vein
21786,XA2L55,SL71 (K-12),NEB1.2,O-460,Extraspinal vein
21787,XA5YM5,SK89 (JA-6),HBA1.8,C-4,Internal auditory vein
21788,XA5TG4,EI-5.6,SBB6.3,B-29,Pterygoid plexus
21789,XA1VP6,PE-1.6,NDC1.9,O-23.10,Pterygoid vein
21790,XA1RV1,SL71 (K-12),RQA1.1,H-21,Superior sagittal vein
21791,XA7QR6,SK60 (HF-11),SBC1.1,L-12,Vertebral vein
21792,XA0BP6,SM50 (AAB-35),SBC1.1,L-12,Anterior vertebral venous plexus
21793,XA8CT1,SL71 (K-12),SBC2.1,O-23.10,Vein of thorax
21794,XA6DM9,SK60 (HF-11),ACC1.1,O-23.10,Accessory hemiazygos vein
21795,XA7AN5,EK-4.10.2,ACC1.1,O-460,Azygos vein
21796,XA57F8,SL71 (K-12),ACA1.1,O-460,Brachiocephalic vein
21797,XA1GY9,SL42(EA-4),TNA1.3,D-10,Bronchial vein
21798,XA9NE2,SL71 (K-12),NEB1.2,D-23,Diaphragmatic vein
21799,XA3VU3,SL71 (K-12),YB1,FA,Oesophageal vein
21800,XA4GF1,SK60 (HF-11),ACC1.1,O-23.10,Hemiazygos vein
21801,XA27D1,SL71 (K-12),ACC1.1,O-460,Innominate vein
21802,XA9HG3,SL71 (K-12),ACC1.1,O-23.10,Intercostal vein
21803,XA6JE5,SL71 (K-12),NEC1.4,O-460,Mediastinal vein
21804,XA6YT2,SL71 (K-12),NDA1.10,O-460,Subclavian vein
21805,XA3568,SL71 (K-12),AAA1.1,O-23.10,Subcostal vein
21806,XA4VD1,SL71 (K-12),NEB1.2,O-460,Superior epigastric vein
21807,XA5WA4,EK-3.7,SBA4.3,O-22.1.3.1,Superior vena cava
21808,XA4DR2,SL71 (K-12),CAA1.4,O-460,Superior intercostal vein
21809,XA3V69,SR4L(BA-4.2),PAD1,I-36,Internal mammary vein
21810,XA2DL5,SK60 (HF-11),SBA1.5,L-15.27,Transverse scapular vein
21811,XA8WJ4,SL71 (K-12),ACA1.1,O-23.10,Subscapular vein
21812,XA2YF2,FA-3.2,NEC1.4,O-23.10,Thymic vein
21813,XA0RA8,SL71 (K-12),XAA1.1,F-69.3,Vein of abdomen
21814,XA4DQ4,SL71 (K-12),SBC2.5,O-460,Ascending lumbar vein
21815,XA9PF5,SL71 (K-12),NEC1.4,O-23.10,Caput medusae vein
21816,XA1MQ4,SL71 (K-12),ACA1.1,H-21,Cystic Vein
21817,XA95M2,SL71 (K-12),RPB1.1,F-69.3,Ileocolic vein
21818,XA7UV5,EK-3.7,QAD1.1,F-65,Inferior vena cava
21819,XA2UD7,SM53 (EE-3),BGB1.3,FC,Hepatic Vein
21820,XA52L9,SL71 (K-12),SBC2.5,O-460,Lumbar vein
21821,XA3X37,SL71 (K-12),TLB1.1,O-23.10,Pancreatic vein
21822,XA4XM0,SL71 (K-12),LAB1.1,O-23.10,Pancreaticoduodenal vein
21823,XA0N54,SK60 (HF-11),SAF1.2,H-21,Paraumbilical Vein
21824,XA1E17,SL71 (K-12),QAA1.1,F-69.3,Portal Vein
21825,XA5JV6,SM55 (O-18),RAA1.1,O-460,Rectal venous plexus
21826,XA0J33,SK60 (HF-11),AAA1.1,FD,Splenic vein
21827,XA46Q0,SL71 (K-12),SBC2.1,O-460,Thoracoepigastric vein
21828,XA2DK6,SR81 (CB-1),LAB1.1,F-92.11,Colic vein
21829,XA2UN4,SR81 (CB-1),SAA1.9,O-23.10,Right colic vein
21830,XA49E0,SL71 (K-12),MEA1.1,O-23.10,Middle colic vein
21831,XA2WF1,SR81 (CB-1),SBB4.1,O-23.10,Left colic vein
21832,XA5T10,SM53 (EE-3),RAA1.1,O-460,Rectal vein
21833,XA6NJ4,SM53 (EE-3),ACA1.1,O-460,Middle rectal vein
21834,XA80L8,SL71 (K-12),ACA1.1,H-21,Inferior rectal vein
21835,XA30C9,SL71 (K-12),SBB4.1,E-16,Superior hemorrhoidal vein
21836,XA34F0,SL71 (K-12),LAB1.1,H-21,Perineal hemorrhoidal vein
21837,XA1EK8,SM53 (EE-3),NEC1.4,M-10.2,Phrenic vein
21838,XA27Y3,SL71 (K-12),NEC1.4,M-10.2,Superior phrenic vein
21839,XA0EZ6,SL71 (K-12),NEC1.4,M-10.2,Inferior phrenic vein
21840,XA5KA1,FA-3.2,ACC1.1,O-23.10,Mesenteric vein
21841,XA4DA7,FA-3.2,ACC1.1,O-460,Superior mesenteric vein
21842,XA4EK2,SL71 (K-12),ACC1.1,O-23.10,Inferior mesenteric vein
21843,XA04Q7,SL71 (K-12),NEB1.2,O-460,Epigastric vein
21844,XA8WC0,SL71 (K-12),HCA1.2,O-460,Superficial epigastric vein
21845,XA30F2,SL71 (K-12),NEB1.2,O-460,Inferior epigastric vein
21846,XA1C53,SL71 (K-12),ACA1.1,M-5.21,Veins of stomach
21847,XA7CB3,SL71 (K-12),TJA1.2,F-69.2,Gastric vein
21848,XA73S8,SL71 (K-12),TJA1.2,O-460,Left gastric vein
21849,XA23Q4,SL71 (K-12),TJA1.2,F-22,Right gastric vein
21850,XA5QC9,SL71 (K-12),ACA1.1,O-23.10,Short gastric vein
21851,XA2R35,SL71 (K-12),ACA1.1,M-5.21,Gastroepiploic vein
21852,XA55H2,SL71 (K-12),MEA1.1,F-69.3,Intestinal vein
21853,XA26H2,SL71 (K-12),XAA1.1,H-21,Vein of pelvis
21854,XA3200,SL70 (EE-4.5),XAA1.1,O-107,Renal vein
21855,XA6YL8,SN06 (EE-3.14),SAF1.7,HA,Corpus cavernosum penis
21856,XA03F7,SN00(ABB-31),SAF1.7,H-12,Deep dorsal vein of the penis
21857,XA9X28,SL71 (K-12),NDA1.10,O-23.10,Iliolumbar vein
21858,XA7U63,SL71 (K-12),MDB1.8,H-13,Deep vein of the penis
21859,XA5AH6,SL71 (K-12),HCA1.2,O-23.10,Obturator vein
21860,XA4PC3,SM90 (EL-2.9),GDC1.2,O-23.10,Ovarian Vein
21861,XA05M3,U-9.1,SBB6.3,J-58.5,Pampiniform plexus
21862,XA1W18,SL71 (K-12),ACC1.1,O-23.10,Perineal vein
21863,XA8WY0,SL71 (K-12),XAD1.1,H-21,Prostatic vein
21864,XA0GG0,SL71 (K-12),XAA1.1,H-21,Pubic vein
21865,XA8HY5,FA-3.2,ACA1.1,O-23.10,Sigmoid vein
21866,XA4TQ4,SN06 (EE-3.14),MDB1.4,H-13,Superficial dorsal vein of the penis
21867,XA2WW4,SL71 (K-12),NAA1.16,O-460,Suprarenal vein
21868,XA7AB3,SM9A (EL-2.20),GDC1.2,I-57,Uterine plexus
21869,XA8M77,SM90 (EL-2.9),GDC1.2,I-57,Uterine vein
21870,XA1MK5,SL71 (K-12),GFB1.2,H-28.1,Vaginal vein
21871,XA0DB7,ED-6.7.1,BUB1.6,M-18.7,Vesical plexus
21872,XA7GN4,SL71 (K-12),BUB1.6,O-23.10,Vesical vein
21873,XA9GG9,FA-3.2,GAA1.2,O-23.10,Vulval vein
21874,XA8GA3,SL71 (K-12),NAB1.14,O-23.10,Gluteal vein
21875,XA3HW8,SL71 (K-12),NDA1.10,O-23.10,Inferior gluteal vein
21876,XA47S7,SL71 (K-12),NDA1.10,O-23.10,Superior gluteal vein
21877,XA03Q4,SL71 (K-12),ACC1.1,O-460,Iliac vein
21878,XA3EG0,SM53 (EE-3),SBB4.1,O-460,Internal iliac vein
21879,XA49T5,SL71 (K-12),ACC1.1,O-460,External iliac vein
21880,XA7W40,SL71 (K-12),ACC1.1,O-460,Common iliac vein
21881,XA3H93,SL71 (K-12),MDB1.8,O-460,Deep iliac circumflex vein
21882,XA71Q4,SL71 (K-12),SBC3.2,E-47.2,Sacral vein
21883,XA4PJ8,SK60 (HF-11),NDA1.10,E-47.2,Lateral sacral vein
21884,XA9Z04,SL71 (K-12),NDA1.10,E-47.4,Middle sacral vein
21885,XA5KK7,SK60 (HF-11),MAA1.1,H-21,Spermatic Vein
21886,XA3F81,SL71 (K-12),UBA1.8,H-21,Pudendal vein
21887,XA7XD2,SM53 (EE-3),UBA1.8,H-21,Internal pudendal vein
21888,XA6NF9,SL71 (K-12),NAB1.16,H-21,Superficial external pudendal vein
21889,XA1ET7,SL71 (K-12),UBA1.8,H-21,Deep external pudendal vein
21890,XA6TQ3,SL70 (EE-4.5),NEC1.4,M-10.2,Adrenal vein
21891,XA9WN7,SL71 (K-12),SAN1.4,O-460,Vein of upper extremity
21892,XA0QT1,SL71 (K-12),BUB1.6,O-460,Accessory cephalic vein
21893,XA3EY8,SM00 (GF-14),NBB1.1,O-23.10,Axillary vein
21894,XA6JD7,SL71 (K-12),NAA1.16,O-23.10,Basilic vein
21895,XA43Q5,SL71 (K-12),HBB1.8,O-460,Brachial vein
21896,XA4YQ8,SL71 (K-12),LAA1.2,O-23.10,Cephalic vein
21897,XA7FD2,SL71 (K-12),SAF1.3,O-23.10,Common volar digital vein
21898,XA7902,SL71 (K-12),SAF1.7,M-27,Deep volar venous arch
21899,XA6NS3,SK60 (HF-11),HCA1.2,O-460,Dorsal interosseous vein
21900,XA9886,SK60 (HF-11),SBA6.1,O-23.10,Dorsal metacarpal vein
21901,XA4A41,SL71 (K-12),SBC2.1,O-460,Lateral thoracic vein
21902,XA3TW9,SL71 (K-12),NDA1.10,O-460,Median antebrachial vein
21903,XA1YZ7,SL71 (K-12),BUB1.6,O-460,Median basilic vein
21904,XA3GZ6,SK60 (HF-11),SAF1.3,O-23.10,Proper volar digital vein
21905,XA32L8,SK60 (HF-11),NDA1.10,O-23.10,Radial vein
21906,XA7HM9,SL71 (K-12),NAB1.16,M-27,Superficial volar venous arch
21907,XA8CK3,SL71 (K-12),SBA4.3,M-5.21,Ulnar vein
21908,XA2Y72,SK60 (HF-11),SAF1.3,O-23.10,Volar digital vein
21909,XA2C08,SL71 (K-12),ACC1.1,O-23.10,Volar interosseous vein
21910,XA13N1,SL71 (K-12),ACC1.1,O-23.10,Volar metacarpal vein
21911,XA76A3,SL71 (K-12),SAN1.4,M-28,Vein of lower extremity
21912,XA8WJ3,SK60 (HF-11),NBB1.1,O-460,Accessory saphenous vein
21913,XA4CQ8,SM53 (EE-3),SBB4.1,O-460,Anterior tibial vein
21914,XA23R2,SK60 (HF-11),HCA1.2,O-23.10,Common digital vein
21915,XA3E41,SL71 (K-12),SBB1.4,O-23.10,Deep Femoral Vein
21916,XA8RN9,SL70 (EE-4.5),NDA1.10,O-23.10,Deep plantar venous arch
21917,XA3QX9,SL71 (K-12),SBB1.4,O-23.10,Femoral vein
21918,XA59H1,SL71 (K-12),NBB1.1,M-5.21,Great saphenous vein
21919,XA74K2,SM53 (EE-3),SBB3.1,O-460,Lateral femoral circumflex vein
21920,XA4L08,SL71 (K-12),BUB1.6,O-23.10,Lateral marginal vein
21921,XA0L88,SK60 (HF-11),NDA1.10,O-23.10,Lateral plantar vein
21922,XA8PZ9,SM00 (GF-14),SBB4.1,O-460,Medial femoral circumflex vein
21923,XA1XM3,SL71 (K-12),SBB4.1,O-23.10,Medial marginal vein
21924,XA85B7,SM53 (EE-3),NDA1.10,O-23.10,Medial plantar vein
21925,XA7ND7,SL70 (EE-4.5),SBB6.4,O-460,Metatarsal vein
21926,XA4EV7,SL71 (K-12),NDA1.10,M-27,Plantar cutaneous venous arch
21927,XA8657,SK60 (HF-11),NDA1.10,O-23.10,Plantar digital vein
21928,XA08Q1,SL71 (K-12),NDA1.10,O-460,Popliteal vein
21929,XA5D60,SL71 (K-12),SBB4.1,O-460,Posterior tibial vein
21930,XA2073,SL71 (K-12),NBB1.1,O-460,Small saphenous vein
21931,XA8HR9,SL71 (K-12),NAA1.16,O-460,Superficial iliac circumflex vein
21932,XA4930,SL71 (K-12),NEB1.2,O-23.10,Peroneal vein
21933,XA8LE8,SL71 (K-12),SBB4.1,O-460,Anterior femoral cutaneous vein
21934,XA60H0,EK-3.7,SBA4.3,F-65,Vena cava
21935,XA21T7,SK60 (HF-11),LAB1.1,M-43,Blood Vessels
21936,XA6943,SK60 (HF-11),SAN1.5,E-47,Blood vessel of the finger
21937,XA7SM4,SK60 (HF-11),SAN1.2,M-43,Blood vessel of the thumb
21938,XA6Y60,SK60 (HF-11),SAN1.4,M-43,Blood vessels at wrist or hand level
21939,XA08R7,SK60 (HF-11),LAB1.1,GA,Blood vessel of the kidney
21940,XA5K61,LD-2.7,TNA1.3,D-12,Blood vessel of the lung
21941,XA9AN5,SK60 (HF-11),SAA1.20,O-24.5,Blood vessel of the neck
21942,XA8N71,SK60 (HF-11),SBC2.1,D-13,Blood vessel of the thorax
21943,XA7P54,SK60 (HF-11),SBC3.1,E-47,Blood vessel of hip
21944,XA9M17,SL70 (EE-4.5),CAA1.4,M-28,Blood vessels at lower leg level
21945,XA2769,SK60 (HF-11),LAB1.1,F-69,"Capillary, not elsewhere classified"
21946,XA5TF7,SP91 (EK-3.17),SAA1.16,A-32.3,Cerebral vasculature
21947,XA4H19,SK60 (HF-11),BUB1.6,M-16.13,"Intracranial blood vessels, not elsewhere classified"
21948,XA1SX5,SK60 (HF-11),BUB1.6,M-16.13,"Extracranial blood vessels, not elsewhere classified"
21949,XA6H07,SL62(AAB-110),LBC1.1,E-2,Heart
21950,XA6548,SG-3.11,SBC4.1,E-36,Left atrium
21951,XA7V72,SK-3.13,HBA1.4,E-22,Mitral valve
21952,XA3GE9,SL71 (K-12),HBA1.7,E-22,Cusps of mitral valve
21953,XA69W6,O-27,HBA1.4,E-22,Chordae tendineae of mitral valve
21954,XA78X5,SM3G (EI-6.8),MEA1.2,C-37,Interatrial septum
21955,XA6T92,SL42(EA-4),SBA1.5.1,E-36,Right atrium
21956,XA6FF2,SK-3.8,HBA1.4,E-22,Tricuspid valve
21957,XA19H9,SK6P (HB-7),HCC1.2,E-22,Cusps of tricuspid valve
21958,XA4LY3,SK87 (J-20),HBA1.4,E-22,Chordae tendineae of tricuspid valve
21959,XA8FJ7,SG-3.11,BGB1.6,E-34,Left ventricle
21960,XA19J4,SL42(EA-4),LBC1.1,E-40,Aortic valve
21961,XA2QK7,SR81 (CB-1),SBB4.1,E-37,Cusps of aortic valve
21962,XA7S34,SL42(EA-4),NAA1.2,E-34,Left ventricular papillary muscles
21963,XA5651,SK89 (JA-6),MEA1.2,C-37,Interventricular septum
21964,XA9HH8,SG-3.11,BGB1.6,E-34,Right ventricle
21965,XA5Y16,SL42(EA-4),NAA1.2,E-35,Right ventricular papillary muscles
21966,XA6WC4,SL42(EA-4),YC4,E-38.4,Pulmonary valve
21967,XA1403,SL42(EA-4),LBA1.1,D-12,Cusps of pulmonary valve
21968,XA3B03,PE-4.12,LBC1.1,E-17,Coronary arteries
21969,XA0F62,PE-4.12,LBC1.1,E-44,Left main coronary artery
21970,XA9FX9,SK60 (HF-11),SBA1.5.2,E-44,Left circumflex artery
21971,XA7NQ7,PE-4.12,SBA1.5.1,E-17,Left anterior descending coronary artery
21972,XA2N78,SK60 (HF-11),SBC2.3,E-17,Diagonal branches of left anterior descending coronary artery
21973,XA20E5,VG-4.2,BUB1.6,F-92.3,D1  first diagonal branch
21974,XA86J1,VG-4.2,BUB1.6,O-22.1.2.1,D2  second diagonal branch
21975,XA5SR3,VH-2,BUB1.6,O-22.1.2.3,D3  third diagonal branch
21976,XA1SH6,SM70(EB-10.15),SBA1.5.1,E-47.4,Left obtuse marginal artery
21977,XA3QP2,AAE-15,NEA1.5,E-44,Ramus intermedius artery
21978,XA5LW8,SK90 (I-15),NEC1.4,E-44,Septal artery
21979,XA2QX7,PE-4.12,LBC1.1,E-44,Right coronary artery
21980,XA1LL7,SK60 (HF-11),SBA1.5.1,E-44,Right acute marginal artery
21981,XA81T7,SL71 (K-12),LBC1.1,A-36.13,Posterior interventricular artery
21982,XA8PS0,SK60 (HF-11),NEB1.2,E-47.4,Posterolateral artery
21983,XA7TB5,AAE-15,YD9,E-28,Sinoatrial nodal artery
21984,XA9FK9,SK60 (HF-11),NEC1.4,O-460,Cardiac veins
21985,XA6YW4,SK60 (HF-11),NEB1.2,E-36,Oblique vein of the left atrium
21986,XA0HP7,SK60 (HF-11),LBC1.1,E-36,Left marginal vein of heart
21987,XA38Z5,SL71 (K-12),LBC1.1,O-23.10,Great cardiac vein
21988,XA8HT6,SK60 (HF-11),SBA1.5,E-36,Posterior vein of the left ventricle
21989,XA3UN3,SL71 (K-12),LBC1.1,O-23.10,Middle cardiac vein
21990,XA6QD7,SL71 (K-12),AAA1.1,O-23.10,Small cardiac vein
21991,XA16E4,PE-4.12,LBC1.1,E-18,Coronary sinus
21992,XA4TZ2,SK60 (HF-11),NEB1.2,O-460,Anterior cardiac veins
21993,XA9498,SL71 (K-12),AAA1.1,O-23.10,Smallest cardiac vein
21994,XA2KE8,SK60 (HF-11),LBC1.1,E-36,Right marginal vein of heart
21995,XA4366,SL71 (K-12),LBC1.1,O-23.10,Pericardial vein
21996,XA10E0,SL62(AAB-110),SBC4.1,O-338,Chamber of the heart
21997,XA91S4,SL62(AAB-110),BGB1.6,E-36,Cardiac atrium
21998,XA7XU8,SL62(AAB-110),BGB1.6,E-29,Cardiac ventricle
21999,XA3113,SL42(EA-4),BGB1.6,E-7,Connective and other soft tissue of heart
22000,XA42G7,SL62(AAB-110),LBC1.1,E-40,Arteries of heart
22001,XA9X98,PE-4.12,LBC1.1,E-40,Pericardiophrenic artery
22002,XA2XU0,PE-4.12,UBA1.8,E-14,Pericardium
22003,XA8RK9,PE-4.12,UBA1.8,D-26,Parietal pericardium
22004,XA48H9,SM3G (EI-6.8),SBC2.3,E-5.2,Pericardial cavity
22005,XA37Q8,SN92(ED-2.9),BWB1.1,M-5.15,Epicardium
22006,XA3227,SI-1.6,LBC1.1,E-6,Endocardium
22007,XA81Z5,SG-3.11,BGB1.6,E-5.2,Cardiac septum
22008,XA2DC8,SK6U (HB-3),SBA6.2,C-102,Papillary muscle
22009,XA6CK2,SL62(AAB-110),BGB1.6,E-29,Heart wall
22010,XA7RE3,SL62(AAB-110),BGB1.6,E-29,Anterior wall of heart
22011,XA5W05,SL62(AAB-110),BGB1.6,E-29,Anterolateral wall of heart
22012,XA2RT9,SL62(AAB-110),NEB1.2,E-29,Anteroseptal wall of heart
22013,XA4U99,SL62(AAB-110),BGB1.6,E-29,Anteroapical wall of heart
22014,XA3RM8,SL62(AAB-110),LBC1.1,E-29,Inferior wall of heart
22015,XA61Y9,SL42(EA-4),BGB1.6,E-29,Inferolateral wall of heart
22016,XA2H88,SL62(AAB-110),LBC1.1,E-6,Inferoposterior wall of heart
22017,XA8ZQ8,SM3G (EI-6.8),BGB1.6,E-29,Apicallateral wall of heart
22018,XA6GR4,SL62(AAB-110),BGB1.6,E-29,Basallateral wall of heart
22019,XA1HH6,SL62(AAB-110),LBC1.1,L-11,High lateral wall of heart
22020,XA3XS7,SL62(AAB-110),BGB1.6,L-11,Lateral wall of heart
22021,XA01U7,SL42(EA-4),BGB1.6,E-29,True posterior wall of heart
22022,XA7D76,VH-2,SBC3.2,L-11,Posterobasal wall of heart
22023,XA4RC1,SL62(AAB-110),BGB1.6,E-7,Posterolateral wall of heart
22024,XA60V2,SL62(AAB-110),BGB1.6,E-29,Posteroseptal wall of heart
22025,XA83Q5,LD-2.8,DDB1.4,E-5.2,Septal wall of heart
22026,XA79Z5,SL62(AAB-110),BGB1.6,E-27,Cardiac electrical conducting system
22027,XA1UE3,SL62(AAB-110),HBA1.19,E-28,Sinoatrial node
22028,XA4359,SL62(AAB-110),Z27,E-28,Atrioventricular node
22029,XA7J11,O-46.7,KBB1.8,E-31,Bundle of His
22030,XA0QB6,SL42(EA-4),LBC1.1,E-33,Heart valve
22031,XA8SK6,SG-3.11,ABC1.1,E-14,Myocardium
22032,,SR52 (EE-1),BBB1.1,M-27,Lymphatic system
22033,XA10P2,SL08 (GF-17),BBB1.1,AA,Lymphatic system of the head and neck
22034,XA0LH6,SL08 (GF-17),BUB1.6,M-27,Jugular lymphatic trunk
22035,XA6TY4,SK60 (HF-11),BUB1.6,C-12,Lymphatic vessel of the pinna
22036,XA02Y8,SK89 (JA-6),MEC1.2,C-9,Lymphatic vessel of the external acoustic meatus
22037,XA1EC8,SN4V (O-35),BBB1.1,M-27,Lymphatic vessel of the face
22038,XA0167,SL06 (GE-3),DCC1.3,CI,Lymphatic vessel of the palatine tonsil
22039,XA4QZ6,SN70 (O-7),BUB1.6,AA,Lymphatic vessel of the scalp
22040,XA9FT5,SM1C  (GD-5),BBB1.1,CD,Lymphatic vessel of the tongue
22041,XA1G40,SL08 (GF-17),BBB1.1,M-27,Lymphatic vessels of the skin and muscles of the neck
22042,XA23Z9,SM01 (ED-13),CAA1.4,M-27,Lymphatic system of the upper extremity
22043,XA05S0,SR52 (EE-1),BBB1.2,M-27,Deep lymphatic vessel
22044,XA6D43,SR52 (EE-1),BBB1.1,M-27,Dorsal interosseous lymphatic vessel
22045,XA7FS7,SR52 (EE-1),BBB1.2,M-27,Median lymphatic vessel
22046,XA3HQ3,SK60 (HF-11),BBB1.2,M-27,Radial lymphatic vessel
22047,XA12G8,SR52 (EE-1),BBB1.2,M-27,Superficial lymphatic vessel
22048,XA4UB1,SL71 (K-12),BBB1.2,M-27,Ulnar lymphatic vessel
22049,XA5SZ5,SR52 (EE-1),GHA1.2,M-27,Volar lymphatic vessel
22050,XA52C3,SL08 (GF-17),BBB1.1,M-27,Lymphatic system of the thorax
22051,XA94Z9,SL41(EA-3),TNA1.3,D-37,Bronchomediastinal trunk
22052,XA7474,SM01 (ED-13),GAA1.2,M-27,Cisterna chyli lymph sac
22053,XA1VK9,SR52 (EE-1),SBC2.1,M-27,Deep lymphatic vessel of the thoracic wall
22054,XA9D98,SM38(EB-9),BBB1.1,M-27,Intestinal lymphatic trunk
22055,XA8JF4,SL08 (GF-17),SBC3.2,C-113,Jugular lymph sac
22056,XA1SQ2,SR52 (EE-1),SBC3.2,M-25,Lymph Sac
22057,XA8YM1,SR52 (EE-1),BBB1.2,D-23,Lymphatic vessel of the diaphragm
22058,XA4RC7,SR4L(BA-4.2),PAD1,ID,Lymphatic vessel of the breast
22059,XA3SY2,SR52 (EE-1),SBC2.1,M-27,Lymphatic vessel of the thoracic viscera
22060,XA55B8,SR52 (EE-1),BBB1.1,M-27,Lymphatic vessel of the heart
22061,XA3EB8,SL40(EA-4.5),TNA1.3,DB,Lymphatic vessel of the lungs
22062,XA8QZ0,SM19 (GE-2),BBB1.2,FA,Lymphatic vessel of the oesophagus
22063,XA6J62,SK60 (HF-11),MEC1.2,M-27,Lymphatic vessel of the pericardium
22064,XA4QL2,SR52 (EE-1),MEC1.2,D-22,Lymphatic vessel of the pleura
22065,XA3JF4,SR52 (EE-1),BBB1.1,M-27,Lymphatic vessel of the thymus
22066,XA4J10,SR52 (EE-1),SAE1.1,E-47.2,Posterior lymph sac
22067,XA8MX8,SM01 (ED-13),BBB1.1,F-69.3,Retroperitoneal lymph sac
22068,XA3ER1,SR52 (EE-1),BBB1.2,M-27,Right lymphatic duct
22069,XA3TX9,SR52 (EE-1),SBC2.1,M-27,Superficial lymphatic vessel of the thoracic wall
22070,XA8A74,LD-2.7,SBC2.1,O-22.1.2.3,Thoracic duct
22071,XA81G2,SM3K(EB-8),MEC1.2,M-27,Lymphatic system of the abdomen
22072,XA07V7,SM52 (ED-16),SBC2.5,M-39.12,Intestinal lumbar trunk
22073,XA6R71,SL08 (GF-17),SBC2.5,M-27,Lumbar lymphatic trunk
22074,XA9XL5,SK60 (HF-11),BBB1.1,M-27,Lymphatic vessel of the caecum
22075,XA1BU5,SM32 (EK-4),MEC1.2,M-27,Lymphatic vessel of the colon
22076,XA92E5,SM32 (EK-4),BBB1.2,M-27,Lymphatic vessel of the duodenum
22077,XA6VD0,SM32 (EK-4),BBB1.2,O-14.1,Lymphatic vessel of the gallbladder
22078,XA55Y5,SM32 (EK-4),MEC1.2,M-27,Lymphatic vessel of the ileum
22079,XA4CQ1,SK60 (HF-11),MEC1.2,M-27,Lymphatic vessel of the jejunum
22080,XA3610,SR52 (EE-1),MEC1.2,M-27,Lymphatic vessel of the kidney
22081,XA0WY9,SM42 (EK-4.6),MEC1.2,FC,Lymphatic vessel of the liver
22082,XA9YZ4,SR52 (EE-1),MEC1.2,M-27,Lymphatic vessel of the pancreas
22083,XA5LE6,SM44 (ED-12),BGB1.4,FD,Lymphatic vessel of the spleen
22084,XA1599,SM32 (EK-4),MEC1.2,M-27,Lymphatic vessel of the stomach
22085,XA3RD0,SL08 (GF-17),MEC1.2,M-27,Lymphatic vessel of the subdiaphragmatic portion of the digestive tube
22086,XA21T8,SR52 (EE-1),BBB1.1,M-27,Lymphatic vessel of the suprarenal lymph node
22087,XA29U5,SR52 (EE-1),BBB1.2,M-27,Lymphatic vessel of the vermiform process
22088,XA6709,SM55 (O-18),MEC1.2,I-52,Lymphatic system of the pelvis and perineum
22089,XA9H16,SN0A (O-25),BUB1.6,GB,Anterior vesical lymphatic vessel of the bladder
22090,XA28F6,SN0A (O-25),BUB1.6,GB,Lateral vesical lymphatic vessel of the bladder
22091,XA4LM3,SM52 (ED-16),BBB1.2,FF,Lymphatic vessel of the anal canal
22092,XA5C29,SK60 (HF-11),BBB1.1,M-27,Lymphatic vessel of the anus
22093,XA1UK6,SR52 (EE-1),MEC1.2,M-27,Lymphatic vessel of the bladder
22094,XA16J8,SR52 (EE-1),MEC1.2,M-27,Lymphatic vessel of the ductus deferens
22095,XA4229,SR52 (EE-1),MEC1.2,I-52,Lymphatic vessel of the ovary
22096,XA1SS8,SR52 (EE-1),MEC1.2,M-27,Lymphatic vessel of the prostate
